_id,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Filename,Timestamp,Type,Value,HPLMN,sim_state,Serving PLMN,NW sel mode,Service,MM5G,NR5G_RSRP,NR5G_SINR,NR5G_RSRQ,NR_RRC,NR_SSB_Index,NR_ARFCN,NR_PCI,NR_BAND,NR_DL Scheduling,NR_BLER,NR_BW,NR_SA_RLF Count,NR_Tx Phy Channel Type,NR_Tx Pwr,NR_CDRX,NETWORK,FINAL IMEI Certi,Call ID,Event,Method,Sub-Event,State,Reason,Imsreason,SIP_v,CSEQ,number,result,pendingMo,rng,fg,bg,oldState,newState,cause,audioDirection,playRingback,setCallRadioTech,audioQuality,codecChanged
655e90b7533c148e6b6b7e53,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:49.233,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from IDLE to DIALING for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e55,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:49.234,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: updateState , updateState ,DIALING,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e57,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:49.234,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: onStateChanged,"," onStateChanged,",DIALING,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e59,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:49.234,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: onStateChanged,"," onStateChanged,",DIALING,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e5b,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:49.269,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from DIALING to DIALING for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e5d,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:49.309,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from DIALING to DIALING for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e5f,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:50.190,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: setAudioQuality,"," setAudioQuality,",,,,,,,,,,,,,,,,,,1,
655e90b7533c148e6b6b7e61,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:50.192,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: setCallRadioTech:, setCallRadioTech,,,,,,,,,,,,,,,,,LTE,,
655e90b7533c148e6b6b7e63,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:50.201,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from DIALING to DIALING for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e65,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:51.932,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: refreshCodec:, refreshCodec,,,,,,,,,,,,,,,,,,,"old=0, new=18"
655e90b7533c148e6b6b7e67,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:51.934,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: setAudioQuality,"," setAudioQuality,",,,,,,,,,,,,,,,,,,2,
655e90b7533c148e6b6b7e69,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:51.958,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from DIALING to ALERTING for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e6b,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:51.963,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: updateState , updateState ,ALERTING,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e6d,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:51.964,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: onStateChanged,"," onStateChanged,",DIALING,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e6f,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:58.373,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from ALERTING to ACTIVE for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e71,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:58.377,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: updateState , updateState ,ACTIVE,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e73,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:23:58.377,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: onStateChanged,"," onStateChanged,",ACTIVE,,,,,,,,,,,,,,,,,,
655e90b7533c148e6b6b7e75,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:24:16.182,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from ACTIVE to DISCONNECTING for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b8533c148e6b6b7e77,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:24:16.183,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: updateState , updateState ,DISCONNECTING,,,,,,,,,,,,,,,,,,
655e90b8533c148e6b6b7e79,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:24:16.428,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: Update state , Update state ,from DISCONNECTING to DISCONNECTED for TC@333_1,,,,,,,,,,,,,,,,,,
655e90b8533c148e6b6b7e7b,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:24:16.435,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: updateState , updateState ,DISCONNECTED,,,,,,,,,,,,,,,,,,
655e90b8533c148e6b6b7e7d,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:24:16.447,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,"Telephony: GsmConnection: onStateChanged,"," onStateChanged,",DISCONNECTED,,,,,,,,,,,,,,,,,,
655e90b8533c148e6b6b7e7f,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92MKZEY--07262023032419.txt,2023-07-26 17:24:16.471,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,, GsmConnection,Telephony: GsmConnection: refreshCodec:, refreshCodec,,,,,,,,,,,,,,,,,,,"old=18, new=0"
